ID;mes;data_criacao;origem_do_lead;utm_source_form;utm_campaign_form;Detalhe da origem do lead form;Status Sirena;utm_source_bucket;Detalhe_bucket;Status do lead;Status Sirena_bucket;Status_bucket;detalhe_origem_lead;Proprietario_do_lead;propietario_do_bucket;proprietario_da_oportunidade;grupo;pais
103;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
104;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
105;9;28/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
106;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
107;9;28/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
108;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
109;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
110;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
111;9;29/09/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
112;9;29/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
113;9;29/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
114;9;29/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
115;9;29/09/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
116;9;29/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
117;9;29/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
118;9;29/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_mob;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
119;9;29/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
120;9;29/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
121;9;30/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
122;9;30/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_mob;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
123;9;30/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
124;9;30/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
125;9;30/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
126;9;30/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
127;9;30/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
128;9;09/01/2022;Inbound;google;google_conv_saas-conversion_brand_search_cpc_latam_none_sp-la_mob;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
129;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
130;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
131;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
132;9;09/01/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
133;9;09/01/2022;Inbound;;;;Knowledge Checks;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
134;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
135;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
136;9;09/01/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
137;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
138;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
139;9;09/01/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
140;9;09/01/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
141;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
142;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
143;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
144;9;09/01/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
145;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
146;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
147;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
148;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
149;9;09/02/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
150;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
151;9;09/02/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
152;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
153;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
154;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
155;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
156;9;09/02/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
157;9;09/02/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
158;9;09/03/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
159;9;09/03/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
160;9;09/03/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
161;9;09/03/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
162;9;09/03/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
163;9;09/03/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
164;9;09/03/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
165;9;09/03/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
166;9;09/03/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
167;9;09/04/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
168;9;09/04/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
169;9;09/04/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
170;9;09/04/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
171;9;09/04/2022;Inbound;(blog, organic);(blog_link_-_-_saas-conversion_pt-br, organic);;First Mandatory Interaction;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
172;9;09/04/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;Free Trial Completed;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
173;9;09/04/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;AR
